GRID_CENTR_LA,GRID_CENTR_LO,MIM_CCTR,MXM_CCTR,AVG_CCTR,CCTR_STDDEV_VAL,CCTR_MDN
34.8041667,128.7375,0.97345,1.17115,1.0802800000000001,0.15201,1.0639150000000002
34.8041667,128.7458333,1.2446216666666667,2.0916275,1.7033075000000002,0.3828755555555555,1.7426308333333334
34.8041667,128.7541667,1.2788409523809523,2.0403209523809522,1.5951038095238095,0.235588,1.5728219047619048
34.8041667,128.7625,1.1809885714285715,2.303449047619048,1.6351938095238094,0.3189204761904762,1.6032514285714283
34.8041667,128.7708333,1.0543472727272727,2.334693181818182,1.465135909090909,0.3436959090909091,1.4338063636363636
34.8041667,128.7791667,0.9582808695652174,1.7733165217391302,1.3324673913043479,0.2297195652173913,1.3283617391304348
34.8041667,128.7875,0.9412426086956521,1.57099,1.233353043478261,0.20202347826086955,1.2348865217391305
34.8041667,128.7958333,0.8508347826086956,1.678848695652174,1.1655086956521739,0.24135434782608695,1.1394108695652174
34.8041667,128.8041667,0.7521904347826087,1.4640300000000002,1.0468065217391305,0.19417217391304348,1.0233930434782608
34.8041667,128.8125,0.6867317391304347,1.3974743478260871,0.9523717391304348,0.18514391304347824,0.947118695652174
34.8041667,128.8208333,0.6006984,1.1282588,0.861258,0.14923,0.8552028
34.8041667,128.8291667,0.6387959999999999,1.1273072,0.8431412,0.1336548,0.8337648
34.8041667,128.8375,0.5836572,1.6744552000000001,0.838326,0.25734,0.7957027999999999
34.8041667,128.8458333,0.58694125,1.0570433333333333,0.8023445833333334,0.13324041666666667,0.7848462500000001
34.8041667,128.8541667,0.60231375,1.7639916666666666,0.8494212499999999,0.3071829166666667,0.76685375
34.8041667,128.8625,0.5648116666666666,0.9708804166666667,0.7384587499999999,0.1045475,0.7361591666666666
34.8041667,128.8708333,0.5713426086956521,0.8941904347826086,0.7216204347826086,0.08791565217391305,0.7228847826086957
34.8041667,128.8791667,0.5364041666666667,3.016705,0.7648158333333334,0.4850316666666667,0.6864104166666666
34.8041667,128.8875,0.5283043478260869,0.877358695652174,0.6556117391304348,0.09582304347826087,0.6505130434782609
34.8041667,128.8958333,0.4447,1.4656804347826087,0.6691382608695653,0.2535018181818182,0.6200869565217392
34.8041667,128.9041667,0.41547375000000003,0.9392020833333333,0.58446375,0.15098260869565217,0.5657429166666667
34.8041667,128.9125,0.4076876,0.9606279999999999,0.5743916,0.1373108,0.5693192
34.8041667,128.9208333,0.3833391666666666,0.9701795833333334,0.55799125,0.14000791666666668,0.5400404166666667
34.8041667,128.9291667,0.38364208333333333,0.9487625,0.5392475,0.13804583333333334,0.527385
34.8041667,128.9375,0.3734975,1.6145583333333333,0.5646070833333333,0.28347625000000004,0.5089558333333334
34.8041667,128.9458333,0.35310043478260866,0.6609221739130434,0.5099908695652173,0.08730739130434782,0.5092656521739131
34.8041667,128.9541667,0.38121739130434784,0.6544408695652174,0.5023534782608696,0.08454782608695652,0.5008373913043479
34.8041667,128.9625,0.3718517391304348,1.019474347826087,0.5478617391304347,0.16685434782608696,0.49982304347826084
34.8041667,128.9708333,0.3413495652173913,0.7575304347826087,0.49543956521739135,0.10547434782608696,0.48536478260869564
34.8041667,128.9791667,0.3202495652173913,0.9800095652173914,0.4974404347826087,0.13829,0.4842456521739131
34.8041667,128.9875,0.36143,0.8678786956521738,0.4922578260869565,0.11937304347826086,0.47247000000000006
